annotator,instance,length,scenario,time,label,prediction
14,acl14073,35,s1,6.167,1,1
14,acl13061,57,s1,5.407,1,1
14,acl25701,337,s1,20.356,1,1
14,acl11860,62,s1,7.652,1,1
14,acl15737,142,s1,8.797,1,1
14,acl18785,272,s1,18.304,1,1
14,acl22304,123,s1,10.063,1,1
14,acl13981,38,s1,4.995,1,1
14,acl25914,205,s1,13.483,1,1
14,acl37976,74,s1,50.657,1,1
14,acl40773,247,s1,21.079,1,1
14,acl32631,426,s1,24.217,1,1
14,acl33915,151,s1,10.557,1,1
14,acl25915,400,s1,24.033,1,1
14,acl23096,394,s1,21.099,1,1
14,acl29655,200,s1,11.115,1,1
14,acl24360,137,s1,10.606,1,1
14,acl25031,256,s1,21.341,1,1
14,acl22377,137,s1,26.677,1,0
14,acl11488,52,s1,8.236,1,1
14,acl15435,27,s1,5.644,1,1
14,acl36048,95,s1,11.282,1,1
14,acl33722,177,s1,13.815,1,1
14,acl18160,42,s1,6.561,1,1
14,acl17004,183,s1,14.04,1,1
14,acl28615,228,s1,16.215,1,1
14,acl26218,297,s1,35.037,1,1
14,acl26326,187,s1,24.633,1,1
14,acl39588,75,s1,20.158,1,1
14,acl24714,39,s1,6.878,1,1
14,acl24986,180,s1,9.671,1,1
14,acl17827,38,s1,8.853,1,1
14,acl15037,141,s1,13.222,1,1
14,acl39939,314,s1,46.47,1,1
14,acl18711,98,s1,6.641,1,1
14,acl37972,213,s1,18.74,1,1
14,acl15808,41,s1,7.809,1,1
14,acl24532,253,s1,38.101,1,1
14,acl22953,128,s1,57.311,1,1
14,acl27635,54,s1,8.726,1,1
14,acl26561,87,s1,13.133,1,1
14,acl25881,308,s1,20.185,1,1
14,acl38493,117,s1,12.533,1,1
14,acl27434,126,s1,8.481,1,1
14,acl40659,96,s1,60.89,1,1
14,acl37955,259,s1,16.683,1,1
14,acl17649,103,s1,9.518,1,1
14,acl13379,63,s1,8.02,1,1
14,acl16982,148,s1,12.395,1,1
14,acl32561,223,s1,28.051,1,1
14,acl19281,167,s1,18.274,1,1
14,acl30523,161,s1,19.678,1,1
14,acl32158,192,s1,13.697,1,1
14,acl20030,85,s1,12.768,1,1
14,acl21053,173,s1,8.592,1,1
14,acl30254,84,s1,16.48,1,1
14,acl22547,826,s1,58.691,1,1
14,acl30632,279,s1,22.092,1,1
14,acl32768,84,s1,25.734,1,0
14,acl14978,126,s1,21.644,1,1
14,acl38523,234,s1,18.775,1,1
14,acl38653,42,s1,8.267,1,1
14,acl30683,627,s1,61.277,1,1
14,acl26444,82,s1,9.09,1,1
14,acl36062,387,s1,44.743,1,1
14,acl41003,208,s1,13.639,1,1
14,acl12576,81,s1,10.336,1,1
14,acl36976,92,s1,14.122,1,1
14,acl39636,151,s1,14.891,1,1
14,acl27104,391,s1,27.069,1,1
14,acl33380,309,s1,17.525,1,1
14,acl38913,97,s1,25.492,1,1
14,acl31960,130,s1,14.432,1,1
14,acl11165,31,s1,6.628,1,1
14,acl23336,177,s1,14.862,1,1
14,acl27842,62,s1,11.555,1,1
14,acl35026,337,s1,22.825,1,1
14,acl19204,51,s1,7.086,1,1
14,acl25009,552,s1,40.336,1,1
14,acl38519,110,s1,7.073,1,1
14,acl32092,38,s1,6.61,1,1
14,acl15972,60,s1,9.725,1,1
14,acl31180,508,s1,53.846,1,1
14,acl11741,65,s1,12.745,1,1
14,acl29720,89,s1,8.483,1,1
14,acl23538,76,s1,18.636,1,1
14,acl40177,131,s1,13.086,1,1
14,acl37511,134,s1,28.193,0,1
14,acl23614,152,s1,66.554,0,1
14,acl16638,50,s1,5.457,0,1
14,acl16277,65,s1,23.057,0,1
14,acl22009,64,s1,17.396,0,1
14,acl38569,228,s1,40.28,0,0
14,acl26547,49,s1,32.586,0,0
14,acl41095,72,s1,33.929,0,1
14,acl11936,64,s1,9.579,0,1
14,acl19948,87,s1,33.546,0,1
14,acl36353,124,s1,28.422,0,1
14,acl26402,146,s1,9.812,0,1
14,acl12496,75,s1,33.043,0,0
14,acl13128,31,s1,7.093,0,1
14,acl38283,169,s1,11.671,0,1
14,acl14449,67,s1,37.719,0,0
14,acl35570,163,s1,12.789,0,1
14,acl17622,84,s1,31.638,0,1
14,acl26893,386,s1,23.172,0,1
14,acl15844,198,s1,20.235,0,1
14,acl21488,314,s1,28.73,1,1
14,acl30527,263,s1,15.48,1,1
14,acl25437,212,s1,44.487,1,1
14,acl17891,86,s1,10.71,1,1
14,acl31285,72,s1,43.747,1,1
14,acl22669,620,s1,25.689,1,1
14,acl13436,103,s1,10.132,1,1
14,acl31308,110,s1,12.166,1,1
14,acl39640,382,s1,20.9,1,1
14,acl20225,109,s1,8.802,1,1
14,acl32994,286,s1,12.234,1,1
14,acl13774,50,s1,6.006,1,1
14,acl22119,98,s1,6.641,1,1
14,acl37292,191,s1,14.435,1,1
14,acl29545,57,s1,7.067,1,1
14,acl40510,181,s1,13.989,1,1
14,acl12612,148,s1,7.306,1,1
14,acl30270,130,s1,13.683,1,1
14,acl22630,525,s1,21.648,1,1
14,acl23068,115,s1,11.049,1,1
14,acl35466,158,s1,10.325,1,1
14,acl16491,87,s1,7.399,1,1
14,acl24424,664,s1,19.941,1,1
14,acl31387,166,s1,12.743,1,1
14,acl11958,92,s1,10.08,1,1
14,acl18799,104,s1,8.355,1,1
14,acl21866,253,s1,17.477,1,1
14,acl25718,2029,s1,28.535,1,1
14,acl34257,208,s1,14.068,1,1
14,acl14395,20,s1,2.924,1,1
14,acl33041,330,s1,21.944,1,1
14,acl27508,28,s1,6.807,1,1
14,acl31222,135,s1,10.861,1,1
14,acl26656,145,s1,12.66,1,1
14,acl18696,122,s1,8.542,1,1
14,acl30032,535,s1,24.982,1,1
14,acl24594,91,s1,8.746,1,1
14,acl18655,90,s1,9.428,1,1
14,acl24540,542,s1,31.534,1,1
14,acl39890,52,s1,8.664,1,1
14,acl36629,110,s1,7.716,1,1
14,acl25140,52,s1,9.064,1,1
14,acl23989,29,s1,7.806,1,1
14,acl18761,42,s1,6.494,1,1
14,acl36670,447,s1,22.926,1,1
14,acl13650,76,s1,12.319,1,1
14,acl25453,206,s1,16.863,1,1
14,acl34811,217,s1,23.289,1,1
14,acl29750,274,s1,16.149,1,1
14,acl27277,89,s1,10.24,1,1
14,acl40729,316,s1,57.944,1,1
14,acl33146,138,s1,12.977,1,1
14,acl33922,625,s1,30.425,1,1
14,acl40757,183,s1,16.7,1,1
14,acl31311,292,s1,65.965,1,1
14,acl20614,98,s1,15.712,1,1
14,acl38739,473,s1,7.46,1,1
14,acl30684,511,s1,32.86,1,1
14,acl19809,39,s1,7.102,1,1
14,acl37353,143,s1,11.665,1,1
14,acl37807,201,s1,17.984,1,1
14,acl18651,74,s1,9.116,1,1
14,acl19288,119,s1,12.037,1,1
14,acl21959,571,s1,14.231,1,1
14,acl39361,219,s1,18.277,1,1
14,acl21278,30,s1,6.143,1,1
14,acl16213,99,s1,10.778,1,1
14,acl16211,99,s1,10.147,1,1
14,acl37171,40,s1,5.993,1,1
14,acl31391,198,s1,12.279,1,1
14,acl21618,298,s1,47.642,1,1
14,acl40888,440,s1,26.318,1,1
14,acl40288,198,s1,14.708,1,1
14,acl29060,160,s1,14.396,1,1
14,acl14407,26,s1,3.111,1,1
14,acl14097,76,s1,9.279,1,1
14,acl33746,169,s1,9.91,1,1
14,acl11226,38,s1,28.888,1,1
14,acl34852,478,s1,24.621,1,1
14,acl36274,157,s1,14.244,1,1
14,acl30315,64,s1,9.13,1,1
14,acl11179,88,s1,13.906,1,1
14,acl27904,148,s1,11.651,1,1
14,acl20217,32,s1,12.037,1,1
14,acl18736,96,s1,8.252,1,1
14,acl14641,32,s1,7.794,1,1
14,acl27604,86,s1,13.727,1,1
14,acl37367,193,s1,17.408,1,1
14,acl20520,76,s1,8.403,1,1
14,acl31322,209,s1,19.844,1,1
14,acl30819,154,s1,10.395,1,1
14,acl18499,76,s1,8.186,1,1
14,acl17745,63,s1,11.317,1,1
14,acl27130,110,s1,8.034,1,1
14,acl37067,222,s1,14.336,1,1
14,acl31207,251,s1,23.377,1,1
14,acl33492,144,s1,11.722,1,1
14,acl28195,280,s1,20.656,1,1
14,acl23074,135,s1,72.495,1,1
14,acl29927,177,s1,12.519,1,1
14,acl37360,298,s1,17.819,1,1
14,acl11960,59,s1,7.96,1,1
14,acl35845,287,s1,18.964,1,1
14,acl18872,150,s1,14.946,1,1
14,acl38020,179,s1,20.083,1,1
14,acl39368,13,s1,25.0,1,1
14,acl34875,361,s1,15.8,1,1
14,acl23394,95,s1,12.818,1,1
14,acl31337,267,s1,19.188,1,1
14,acl23454,139,s1,14.446,1,1
14,acl24982,345,s1,19.691,1,1
14,acl33091,55,s1,9.291,1,1
14,acl19936,44,s1,4.328,1,1
14,acl28618,671,s1,35.568,1,1
14,acl28589,79,s1,11.454,1,1
14,acl25759,265,s1,72.942,1,1
14,acl29386,225,s1,18.347,1,1
14,acl23012,139,s1,12.506,1,1
14,acl21611,119,s1,11.969,1,1
14,acl33163,87,s1,8.722,1,1
14,acl14671,43,s1,6.34,1,1
14,acl37342,215,s1,14.949,1,1
14,acl30834,29,s1,6.009,1,1
14,acl27887,593,s1,21.665,1,1
14,acl31275,201,s1,14.024,1,1
14,acl23035,688,s1,12.358,1,1
14,acl36090,159,s1,19.893,1,1
14,acl23014,351,s1,21.297,1,1
14,acl30017,325,s1,7.496,1,1
14,acl21396,273,s1,12.721,1,1
14,acl33005,131,s1,15.258,1,1
14,acl26461,471,s1,34.285,1,1
14,acl12852,16,s1,5.916,1,1
14,acl35262,303,s1,23.194,1,1
14,acl14717,372,s1,30.258,1,1
14,acl13987,75,s1,7.168,1,1
14,acl11679,57,s1,11.426,1,1
14,acl19317,75,s1,8.647,1,1
14,acl24763,122,s1,22.155,1,1
14,acl31216,383,s1,15.774,1,1
14,acl33077,108,s1,23.977,1,1
14,acl16631,118,s1,9.172,1,1
14,acl21412,521,s1,14.167,1,1
14,acl35697,207,s1,17.106,1,1
14,acl37021,269,s1,21.495,1,1
14,acl21096,31,s1,6.938,1,1
14,acl34805,167,s1,23.08,1,1
14,acl40295,131,s1,10.027,1,1
14,acl31224,165,s1,11.223,1,1
14,acl18753,202,s1,14.158,1,1
14,acl33188,718,s1,34.788,1,1
14,acl28492,63,s1,8.864,1,1
14,acl19104,81,s1,8.999,1,1
14,acl36516,135,s1,10.736,1,1
14,acl14903,17,s1,4.162,1,1
14,acl33159,199,s1,11.511,1,1
14,acl26529,96,s1,8.418,1,1
14,acl16657,115,s1,11.228,1,1
14,acl22855,25,s1,3.252,1,1
14,acl25384,170,s1,15.455,1,1
14,acl16499,76,s1,10.754,1,1
14,acl23292,144,s1,7.966,1,1
14,acl37564,124,s1,16.753,1,1
14,acl35506,86,s1,20.646,1,1
14,acl34939,265,s1,8.619,1,1
14,acl32444,79,s1,8.97,1,1
14,acl18687,93,s1,11.03,1,1
14,acl30946,155,s1,27.028,1,1
14,acl37523,168,s1,11.506,1,1
14,acl24471,350,s1,30.954,1,1
14,acl37949,154,s1,16.197,1,1
14,acl24365,301,s1,21.427,1,1
14,acl33135,286,s1,19.857,1,1
14,acl37096,199,s1,15.414,1,1
14,acl26054,656,s1,39.018,1,1
14,acl31240,145,s1,11.74,1,1
14,acl25091,214,s1,19.98,1,1
14,acl36944,176,s1,20.668,1,1
14,acl14608,211,s1,18.012,1,1
14,acl33371,84,s1,9.783,1,1
14,acl31545,185,s1,11.992,1,1
14,acl21287,37,s1,10.195,1,1
14,acl15283,62,s1,6.328,1,1
14,acl26740,189,s1,7.381,1,1
14,acl14058,70,s1,7.39,1,1
14,acl17432,52,s1,10.756,1,1
14,acl18583,108,s1,14.685,1,1
14,acl18986,115,s1,12.298,1,1
14,acl18794,236,s1,18.932,1,1
14,acl13005,83,s1,7.926,1,1
14,acl16826,108,s1,25.223,1,1
14,acl30738,76,s1,7.657,1,1
14,acl16618,48,s1,7.875,1,1
14,acl20856,74,s1,9.852,1,1
14,acl23206,155,s1,13.951,1,1
14,acl16587,358,s1,17.728,1,1
14,acl26723,64,s1,17.8,1,1
14,acl24154,69,s1,7.91,1,1
14,acl15345,115,s1,8.744,1,1
14,acl16824,241,s1,17.409,1,1
14,acl23210,220,s1,30.304,1,1
14,acl15887,63,s1,6.562,1,1
14,acl23637,162,s1,8.619,1,1
14,acl32911,168,s1,18.29,1,1
14,acl21563,109,s1,17.483,1,1
14,acl20216,86,s1,20.73,1,1
14,acl17618,73,s1,7.072,1,1
14,acl26884,594,s1,47.323,1,1
14,acl18683,111,s1,11.404,1,1
14,acl20201,73,s1,9.837,1,1
14,acl15207,73,s1,7.161,1,1
14,acl25221,56,s1,7.852,1,1
14,acl21283,425,s1,25.536,1,1
14,acl18989,88,s1,5.548,1,1
14,acl17096,89,s1,11.462,1,1
14,acl11545,81,s1,9.891,1,1
14,acl32064,110,s1,8.382,1,1
14,acl28018,97,s1,10.195,1,1
14,acl23591,229,s1,56.788,1,1
14,acl14328,25,s1,6.094,1,1
14,acl24681,95,s1,8.097,1,1
14,acl14691,43,s1,10.459,1,1
14,acl32622,184,s1,18.239,1,1
14,acl32095,34,s1,5.95,1,1
14,acl14091,98,s1,9.42,1,1
14,acl17098,69,s1,11.654,1,1
14,acl21144,57,s1,14.857,1,1
14,acl25856,37,s1,6.794,1,1
14,acl28142,71,s1,6.375,1,1
14,acl14885,50,s1,8.203,1,1
14,acl12679,85,s1,14.802,1,1
14,acl11531,94,s1,45.269,1,1
14,acl13718,82,s1,12.07,1,1
14,acl40813,66,s1,7.889,1,1
14,acl14036,42,s1,6.318,1,1
14,acl14427,36,s1,17.031,1,1
14,acl39942,294,s1,21.727,1,1
14,acl36207,99,s1,9.797,1,1
14,acl12085,56,s1,7.124,1,1
14,acl22190,172,s1,16.98,1,1
14,acl15208,49,s1,10.52,1,1
14,acl21437,80,s1,9.631,1,1
14,acl21293,130,s1,10.772,1,1
14,acl31372,236,s1,10.372,1,1
14,acl14057,38,s1,10.766,1,1
14,acl17766,68,s1,14.133,1,1
14,acl32980,96,s1,11.478,1,1
14,acl19005,71,s1,8.197,1,1
14,acl23345,31,s1,5.174,1,1
14,acl34074,67,s1,10.238,1,1
14,acl35803,98,s1,9.939,1,1
14,acl41038,43,s1,9.958,1,1
14,acl33147,106,s1,11.806,1,1
14,acl15178,38,s1,18.916,1,1
14,acl14420,22,s1,4.685,1,1
14,acl14334,26,s1,11.099,1,1
14,acl20199,67,s1,7.735,1,1
14,acl17811,79,s1,10.13,1,1
14,acl16626,44,s1,6.946,1,1
14,acl28249,52,s1,7.2,1,1
14,acl24631,30,s1,5.574,1,1
14,acl18398,95,s1,7.788,1,1
14,acl11707,111,s1,10.883,1,1
14,acl12409,65,s1,7.454,1,1
14,acl18650,171,s1,13.076,1,1
14,acl12841,66,s1,6.738,1,1
14,acl17483,25,s1,3.405,1,1
14,acl27940,123,s1,10.496,1,1
14,acl17088,97,s1,8.362,1,1
14,acl17001,63,s1,11.042,1,1
14,acl11533,76,s1,5.971,1,1
14,acl21722,246,s1,18.747,1,1
14,acl11834,62,s1,5.863,1,1
14,acl35756,126,s1,11.418,1,1
14,acl25650,46,s1,8.886,1,1
14,acl14030,29,s1,7.364,1,1
14,acl15291,43,s1,11.566,1,1
14,acl11821,42,s1,25.106,1,1
14,acl23647,303,s1,20.462,1,1
14,acl16177,137,s1,9.296,1,1
14,acl14049,77,s1,7.359,1,1
14,acl39688,52,s1,20.427,1,1
14,acl11688,90,s1,7.461,1,1
14,acl20143,35,s1,7.942,1,1
14,acl17090,79,s1,8.191,1,1
14,acl14808,48,s1,7.966,1,1
14,acl17091,108,s1,11.309,1,1
14,acl23971,660,s1,31.215,1,1
14,acl19904,33,s1,6.272,1,1
14,acl40064,210,s1,16.886,1,1
14,acl20900,65,s1,17.966,1,1
14,acl20733,68,s1,11.529,1,1
14,acl14425,45,s1,3.147,1,1
14,acl14207,45,s1,9.305,1,1
14,acl12028,111,s1,11.614,1,1
14,acl13817,64,s1,6.64,1,1
14,acl15195,65,s1,6.616,1,1
14,acl31376,152,s1,19.26,1,1
14,acl19338,68,s1,6.014,1,1
14,acl35519,95,s1,10.075,1,1
14,acl19244,105,s1,9.231,1,1
14,acl25923,195,s1,14.77,1,1
14,acl36960,874,s1,49.851,1,0
14,acl19183,65,s1,10.439,1,1
14,acl11345,93,s1,14.648,1,1
14,acl26150,129,s1,20.27,1,0
14,acl25931,82,s1,10.01,1,1
14,acl32630,386,s1,27.362,1,1
14,acl28258,99,s1,11.184,1,1
14,acl29387,225,s1,14.835,1,1
14,acl30816,97,s1,10.188,1,1
14,acl14587,87,s1,7.928,1,1
14,acl25921,131,s1,9.273,1,1
14,acl37318,248,s1,24.283,1,1
14,acl25333,67,s1,21.617,1,1
14,acl19704,155,s1,18.179,1,1
14,acl35049,267,s1,17.25,1,1
14,acl35144,136,s1,7.897,1,1
14,acl40242,62,s1,7.139,1,1
14,acl22094,478,s1,46.882,1,1
14,acl41165,158,s1,24.274,1,1
14,acl25911,78,s1,17.715,1,1
14,acl37922,260,s1,32.254,1,1
14,acl28285,239,s1,26.046,1,1
14,acl19275,99,s1,11.871,1,1
14,acl26275,64,s1,7.83,1,1
14,acl37025,169,s1,11.7,1,1
14,acl21215,179,s1,12.513,1,1
14,acl19020,138,s1,13.983,1,1
14,acl37324,211,s1,15.995,1,1
14,acl18856,118,s1,27.483,1,1
14,acl31362,366,s1,26.727,1,1
14,acl19274,72,s1,32.011,1,1
14,acl29939,445,s1,20.896,1,1
14,acl13335,56,s1,8.893,1,1
14,acl12732,66,s1,8.982,1,1
14,acl13580,42,s1,8.438,1,1
14,acl24577,400,s1,22.284,1,1
14,acl24285,112,s1,11.05,1,1
14,acl33644,82,s1,9.901,1,1
14,acl30932,77,s1,34.598,1,1
14,acl30125,163,s1,16.367,1,1
14,acl39338,107,s1,12.533,1,1
14,acl18734,77,s1,11.248,1,1
14,acl26430,55,s1,9.943,1,1
14,acl19328,88,s1,10.352,1,1
14,acl26708,95,s1,10.087,1,1
14,acl22244,313,s1,27.99,1,1
14,acl22086,78,s1,9.399,1,1
14,acl17935,81,s1,22.774,1,1
14,acl30510,316,s1,35.566,1,1
14,acl13618,49,s1,10.329,1,1
14,acl25635,110,s1,10.961,1,1
14,acl23051,305,s1,17.687,1,1
14,acl20655,37,s1,14.396,1,1
14,acl31882,157,s1,40.856,1,1
14,acl36276,428,s1,26.419,1,1
14,acl13517,29,s1,12.143,1,1
14,acl38628,257,s1,19.096,1,1
14,acl37495,368,s1,27.154,1,1
14,acl11491,92,s1,14.384,1,1
14,acl40417,173,s1,16.387,1,1
14,acl19080,108,s1,9.315,1,1
14,acl27918,211,s1,15.713,1,1
14,acl30253,497,s1,31.002,1,1
14,acl38544,106,s1,12.774,1,1
14,acl30170,142,s1,12.924,1,1
14,acl35105,135,s1,24.847,1,1
14,acl34484,242,s1,21.297,1,1
14,acl19845,64,s1,9.378,1,1
14,acl17132,55,s1,10.742,1,1
14,acl33497,223,s1,22.435,1,1
14,acl26910,153,s1,13.539,1,1
14,acl21050,166,s1,11.571,1,1
14,acl40582,465,s1,27.15,1,1
14,acl14514,57,s1,7.892,1,1
14,acl24907,143,s1,21.718,1,1
14,acl19689,57,s1,9.994,1,1
14,acl35413,235,s1,13.629,1,1
14,acl32951,479,s1,51.407,1,1
14,acl18741,168,s1,18.021,1,1
14,acl40972,213,s1,15.716,1,1
14,acl40049,210,s1,14.399,1,1
14,acl41024,483,s1,26.774,1,1
14,acl40688,97,s1,10.866,1,1
14,acl31493,154,s1,36.984,1,0
14,acl36664,236,s1,22.459,1,1
14,acl34637,99,s1,9.279,1,1
14,acl41125,254,s1,31.358,1,1
14,acl29899,184,s1,12.753,1,1
14,acl24336,414,s1,21.885,1,1
14,acl25792,179,s1,12.743,1,1
14,acl39193,65,s1,25.188,1,1
14,acl33717,123,s1,11.607,1,1
14,acl36786,126,s1,14.632,1,1
14,acl29715,406,s1,27.521,1,1
14,acl26774,262,s1,18.065,1,1
14,acl24765,199,s1,47.288,1,1
14,acl31627,129,s1,13.719,1,1
14,acl35768,557,s1,42.761,1,1
14,acl23532,321,s1,26.428,1,1
14,acl15930,51,s1,19.362,1,1
14,acl29823,230,s1,16.732,1,1
14,acl40718,325,s1,13.621,1,1
14,acl29967,43,s1,5.882,1,1
14,acl11358,49,s1,5.885,1,1
14,acl13434,126,s1,9.456,1,1
14,acl33669,79,s1,13.674,1,1
14,acl40179,187,s1,56.316,1,1
14,acl12504,60,s1,9.604,1,1
14,acl28294,325,s1,23.938,1,1
14,acl29959,134,s1,10.064,1,1
14,acl29369,133,s1,24.704,1,1
14,acl35569,351,s1,20.528,1,1
14,acl34012,109,s1,12.316,1,1
14,acl12468,18,s1,7.966,1,1
14,acl34830,641,s1,54.873,1,1
14,acl14235,105,s1,18.093,1,1
14,acl26466,73,s1,10.942,1,1
14,acl36013,109,s1,42.004,1,1
14,acl17848,31,s1,14.983,1,1
14,acl14471,105,s1,10.954,1,1
14,acl37703,61,s1,8.151,1,1
14,acl35068,49,s1,9.426,1,1
14,acl20626,76,s1,8.539,1,1
14,acl24551,130,s1,10.224,1,1
14,acl19236,39,s1,6.786,1,1
14,acl34624,402,s1,33.202,1,1
14,acl22831,88,s1,6.588,1,1
14,acl19114,99,s1,12.453,1,1
14,acl40199,323,s1,15.239,1,1
14,acl39946,199,s1,18.501,1,1
14,acl38837,140,s1,10.707,1,1
14,acl28038,199,s1,17.186,1,1
14,acl24175,335,s1,46.462,1,1
14,acl18863,195,s1,43.517,1,1
14,acl32688,187,s1,30.631,1,1
14,acl22738,360,s1,26.134,1,1
14,acl33823,152,s1,11.03,1,1
14,acl20735,120,s1,9.536,1,1
14,acl26834,170,s1,19.227,1,1
14,acl35427,228,s1,18.012,1,1
14,acl27863,181,s1,13.128,1,1
14,acl27994,464,s1,24.322,1,1
14,acl31666,171,s1,21.3,1,1
14,acl15035,78,s1,10.088,1,1
14,acl17992,56,s1,14.15,1,0
14,acl28753,149,s1,12.663,1,1
14,acl11336,50,s1,5.71,1,1
14,acl34011,583,s1,34.863,1,1
14,acl15044,86,s1,9.275,1,1
14,acl31664,127,s1,18.391,1,1
14,acl19164,117,s1,10.737,1,1
14,acl38058,38,s1,12.679,1,1
14,acl16888,210,s1,14.439,1,1
14,acl39883,368,s1,14.072,1,1
14,acl11380,68,s1,6.494,1,1
14,acl27931,104,s1,8.432,1,1
14,acl19362,32,s1,7.623,1,1
14,acl25390,157,s1,11.547,1,1
14,acl30578,386,s1,57.485,1,1
14,acl23461,231,s1,28.253,1,1
14,acl36334,287,s1,16.051,1,1
14,acl15960,57,s1,6.652,1,1
14,acl26286,293,s1,17.122,1,1
14,acl29275,200,s1,20.239,1,1
14,acl20727,284,s1,19.429,1,1
14,acl39342,188,s1,20.503,1,1
14,acl39667,600,s1,36.023,1,1
14,acl26931,392,s1,31.031,1,1
14,acl28525,36,s1,19.093,1,1
14,acl41122,56,s1,8.484,1,1
14,acl32998,163,s1,14.013,1,1
14,acl21569,260,s1,22.786,1,1
14,acl36017,38,s1,9.21,1,1
14,acl22468,71,s1,10.672,1,1
14,acl40069,164,s1,15.69,1,1
14,acl31673,74,s1,23.459,1,1
14,acl39162,353,s1,48.321,1,1
14,acl40717,158,s1,11.038,1,1
14,acl41217,206,s1,11.645,1,1
14,acl36886,102,s1,35.04,1,0
14,acl16641,81,s1,17.466,1,1
14,acl21765,428,s1,60.587,1,1
14,acl20037,34,s1,6.398,1,1
14,acl11765,34,s1,18.385,1,1
14,acl24165,249,s1,21.974,1,1
14,acl29755,111,s1,9.111,1,1
14,acl41216,105,s1,9.9,1,1
14,acl24004,714,s1,68.916,1,1
14,acl13720,38,s1,10.336,1,1
14,acl23866,317,s1,22.867,1,1
14,acl41139,177,s1,13.013,1,1
14,acl30009,152,s1,17.693,1,1
14,acl22214,190,s1,15.522,1,1
14,acl27310,442,s1,55.387,1,1
14,acl19088,99,s1,16.512,1,1
14,acl37928,229,s1,38.265,1,1
14,acl33306,31,s1,50.509,1,1
14,acl29914,109,s1,15.522,1,1
14,acl31164,174,s1,15.129,1,1
14,acl13978,72,s1,11.104,1,1
14,acl41181,241,s1,17.097,1,1
14,acl26367,122,s1,8.576,1,1
14,acl32408,96,s1,30.041,1,0
14,acl12484,91,s1,9.921,1,1
14,acl12110,152,s1,10.437,1,1
14,acl36261,159,s1,56.092,1,1
14,acl34406,166,s1,40.14,1,1
14,acl34228,282,s1,14.562,1,1
14,acl15691,81,s1,14.371,1,1
14,acl36328,171,s1,15.65,1,1
14,acl33416,398,s1,23.615,1,1
14,acl37697,29,s1,9.103,1,1
14,acl40237,179,s1,10.996,1,1
14,acl27389,82,s1,6.56,1,1
14,acl19973,69,s1,10.647,1,1
14,acl40585,206,s1,28.065,1,1
14,acl12672,70,s1,10.138,1,1
14,acl33439,286,s1,41.411,1,1
14,acl31767,170,s1,12.932,1,1
14,acl19354,82,s1,21.674,1,1
14,acl30936,308,s1,16.649,1,1
14,acl26859,124,s1,14.684,1,1
14,acl22740,431,s1,58.784,1,1
14,acl26513,220,s1,17.122,1,1
14,acl14303,57,s1,11.362,1,1
14,acl12727,53,s1,7.024,1,1
14,acl23003,202,s1,39.28,1,1
14,acl21948,53,s1,8.09,1,1
14,acl21211,380,s1,29.935,1,1
14,acl30534,54,s1,8.987,1,1
14,acl22574,980,s1,49.449,1,0
14,acl31686,162,s1,15.868,1,1
14,acl39955,88,s1,18.696,1,1
14,acl31647,83,s1,51.729,1,0
14,acl18707,87,s1,11.758,1,1
14,acl41097,470,s1,53.754,1,1
14,acl23404,155,s1,11.186,0,1
14,acl11851,31,s1,33.864,0,1
14,acl16696,77,s1,10.048,0,1
14,acl11259,46,s1,6.622,0,1
14,acl33280,69,s1,10.677,0,1
14,acl11234,27,s1,23.449,0,1
14,acl11418,53,s1,14.277,0,1
14,acl40004,175,s1,54.575,0,0
14,acl24978,130,s1,22.26,0,1
14,acl33998,375,s1,54.084,0,0
14,acl25765,143,s1,11.623,0,1
14,acl24460,95,s1,13.233,0,1
14,acl26369,165,s1,12.096,0,1
14,acl39789,48,s1,16.412,0,0
14,acl15392,18,s1,29.919,0,1
14,acl18107,48,s1,30.498,0,1
14,acl32567,459,s1,31.348,0,1
14,acl19574,54,s1,30.317,0,0
14,acl23173,199,s1,23.348,0,1
14,acl38292,403,s1,70.295,0,1
14,acl23918,145,s1,13.945,0,1
14,acl29022,69,s1,9.758,0,1
14,acl18617,58,s1,8.189,0,1
14,acl37221,338,s1,61.592,0,0
14,acl39779,64,s1,30.041,0,1
14,acl29510,168,s1,13.515,0,1
14,acl32522,383,s1,38.425,0,1
14,acl31244,180,s1,41.065,0,1
14,acl16543,125,s1,10.593,0,1
14,acl13870,28,s1,12.243,0,1
14,acl21222,127,s1,45.146,0,0
14,acl25427,116,s1,13.278,0,1
14,acl14670,39,s1,7.385,0,1
14,acl11651,29,s1,7.427,0,1
14,acl29300,200,s1,19.833,0,1
14,acl15821,30,s1,16.949,0,0
14,acl37798,273,s1,21.057,0,1
14,acl34891,154,s1,27.377,0,1
14,acl29191,359,s1,28.842,0,1
14,acl29524,233,s1,20.717,0,1
14,acl40345,161,s1,17.21,0,1
14,acl19720,43,s1,18.974,0,1
14,acl38046,119,s1,33.419,0,0
14,acl28355,83,s1,12.718,0,1
14,acl38001,76,s1,12.058,0,1
14,acl20837,36,s1,23.7,0,1
14,acl14995,40,s1,5.489,0,1
14,acl23312,42,s1,7.426,0,1
14,acl39258,242,s1,20.623,0,1
14,acl39117,164,s1,43.087,0,1
14,acl35745,130,s1,19.342,0,1
14,acl24923,54,s1,57.128,0,0
14,acl36173,294,s1,17.771,0,1
